,Salary,SalaryType,YearsCoding,YearsCodingProf,Currency,SalaryUSD
27999,1000000000.0,Monthly,15-17 years,6-8 years,Euros (€),12840000000.000002
28001,140000.0,Yearly,21-23 years,18-20 years,U.S. dollars ($),140000.0
28002,76500.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),76500.0
28003,87000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),87000.0
28004,30000.0,Yearly,3-5 years,0-2 years,British pounds sterling (£),37200.0
28005,60000.0,Yearly,24-26 years,21-23 years,British pounds sterling (£),74400.0
28007,48000.0,Yearly,30 or more years,30 or more years,British pounds sterling (£),59520.0
28008,130000.0,Weekly,24-26 years,24-26 years,U.S. dollars ($),6760000.0
28011,3500.0,Monthly,9-11 years,9-11 years,Euros (€),44940.0
28013,500.0,Monthly,12-14 years,9-11 years,Euros (€),6420.0
28017,6000.0,Monthly,24-26 years,18-20 years,Euros (€),77040.0
28018,2300.0,Monthly,6-8 years,3-5 years,Swiss francs,30360.0
28024,80000.0,Monthly,15-17 years,9-11 years,Canadian dollars (C$),700800.0
28026,3600.0,Monthly,12-14 years,9-11 years,Euros (€),46224.0
28027,400.0,Monthly,6-8 years,3-5 years,U.S. dollars ($),4800.0
28028,120000.0,Yearly,12-14 years,9-11 years,Swiss francs,132000.0
28032,600000.0,Yearly,9-11 years,3-5 years,Indian rupees (₹),7200.0
28040,43000.0,Yearly,9-11 years,6-8 years,Euros (€),46010.0
28044,30000.0,Yearly,9-11 years,3-5 years,Euros (€),32100.000000000004
28046,175000.0,Yearly,18-20 years,18-20 years,U.S. dollars ($),175000.0
28047,45000.0,Yearly,9-11 years,3-5 years,Euros (€),48150.0
28048,250.0,Monthly,9-11 years,0-2 years,Euros (€),3210.0
28051,3200.0,Monthly,6-8 years,6-8 years,Euros (€),41088.0
28052,132000.0,Yearly,24-26 years,21-23 years,U.S. dollars ($),132000.0
28053,22400.0,Yearly,9-11 years,3-5 years,Euros (€),23968.0
28055,100000.0,Yearly,18-20 years,15-17 years,U.S. dollars ($),100000.0
28056,2200.0,Monthly,6-8 years,0-2 years,Euros (€),28248.0
28061,900000.0,Yearly,12-14 years,9-11 years,Norwegian krone (kr),81900.0
28062,2200.0,Monthly,6-8 years,0-2 years,Euros (€),28248.0
28063,110000.0,Yearly,18-20 years,12-14 years,British pounds sterling (£),136400.0
28064,3000.0,Monthly,6-8 years,3-5 years,Brazilian reais (R$),6840.0
28067,20000.0,Monthly,6-8 years,0-2 years,Indian rupees (₹),2880.0
28068,75000.0,Yearly,9-11 years,9-11 years,U.S. dollars ($),75000.0
28074,120000.0,Yearly,18-20 years,9-11 years,Euros (€),128400.00000000001
28076,70000.0,Monthly,6-8 years,3-5 years,Russian rubles (₽),9240.0
28079,1000.0,Monthly,6-8 years,0-2 years,U.S. dollars ($),12000.0
28080,70000.0,Yearly,27-29 years,18-20 years,Canadian dollars (C$),51100.0
28081,85000.0,Weekly,3-5 years,3-5 years,U.S. dollars ($),4420000.0
28082,50000.0,Monthly,6-8 years,6-8 years,British pounds sterling (£),744000.0
28085,1500.0,Monthly,0-2 years,0-2 years,Euros (€),19260.0
28088,105000.0,Yearly,21-23 years,12-14 years,U.S. dollars ($),105000.0
28091,150000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),150000.0
28093,25000.0,Yearly,9-11 years,3-5 years,British pounds sterling (£),31000.0
28094,25000.0,Monthly,0-2 years,0-2 years,Indian rupees (₹),3600.0
28100,65000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),65000.0
28104,4000.0,Monthly,9-11 years,6-8 years,Euros (€),51360.0
28105,75000.0,Yearly,21-23 years,6-8 years,Euros (€),80250.0
28106,130000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),130000.0
28108,25000.0,Yearly,18-20 years,12-14 years,Euros (€),26750.0
28115,90000.0,Yearly,6-8 years,6-8 years,Canadian dollars (C$),65700.0
28116,110000.0,Yearly,6-8 years,0-2 years,Australian dollars (A$),71500.0
28117,100000.0,Yearly,9-11 years,3-5 years,U.S. dollars ($),100000.0
28118,33000.0,Yearly,15-17 years,9-11 years,Euros (€),35310.0
28121,2500.0,Monthly,12-14 years,0-2 years,U.S. dollars ($),30000.0
28124,60000.0,Monthly,6-8 years,0-2 years,Russian rubles (₽),7920.0
28126,115000.0,Yearly,9-11 years,6-8 years,U.S. dollars ($),115000.0
28130,75000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),75000.0
28131,130000.0,Yearly,9-11 years,3-5 years,U.S. dollars ($),130000.0
28132,85000.0,Yearly,21-23 years,6-8 years,Euros (€),90950.0
28133,55000.0,Yearly,18-20 years,12-14 years,U.S. dollars ($),55000.0
28136,75000.0,Yearly,12-14 years,6-8 years,Euros (€),80250.0
28140,100400.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),100400.0
28141,96000.0,Yearly,12-14 years,9-11 years,U.S. dollars ($),96000.0
28143,105000.0,Yearly,15-17 years,9-11 years,U.S. dollars ($),105000.0
28144,6000.0,Yearly,3-5 years,0-2 years,Euros (€),6420.0
28145,113000.0,Yearly,15-17 years,12-14 years,U.S. dollars ($),113000.0
28146,45000.0,Monthly,9-11 years,6-8 years,U.S. dollars ($),540000.0
28148,2800.0,Monthly,9-11 years,6-8 years,Euros (€),35952.0
28152,140000.0,Yearly,9-11 years,6-8 years,U.S. dollars ($),140000.0
28153,800.0,Weekly,3-5 years,3-5 years,U.S. dollars ($),41600.0
28155,6000.0,Monthly,3-5 years,0-2 years,Polish złoty (zł),18000.0
28159,135000.0,Yearly,27-29 years,24-26 years,U.S. dollars ($),135000.0
28161,92000.0,Yearly,15-17 years,6-8 years,U.S. dollars ($),92000.0
28163,29000.0,Yearly,9-11 years,6-8 years,Euros (€),31030.0
28164,56000.0,Yearly,30 or more years,21-23 years,British pounds sterling (£),69440.0
28165,68000.0,Yearly,9-11 years,6-8 years,U.S. dollars ($),68000.0
28169,22000.0,Yearly,6-8 years,0-2 years,Euros (€),23540.0
28171,3200.0,Monthly,21-23 years,15-17 years,Euros (€),41088.0
28174,105000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),105000.0
28175,30000.0,Monthly,0-2 years,0-2 years,Russian rubles (₽),3960.0
28176,40000.0,Monthly,3-5 years,3-5 years,Indian rupees (₹),5760.0
28184,8000.0,Monthly,9-11 years,3-5 years,Polish złoty (zł),24000.0
28185,300000.0,Yearly,3-5 years,3-5 years,Indian rupees (₹),3600.0
28186,354000.0,Yearly,9-11 years,3-5 years,Norwegian krone (kr),32214.0
28190,961.6,Weekly,3-5 years,3-5 years,U.S. dollars ($),50003.200000000004
28198,1000.0,Monthly,6-8 years,3-5 years,U.S. dollars ($),12000.0
28201,75000.0,Yearly,12-14 years,6-8 years,Euros (€),80250.0
28202,50000.0,Yearly,6-8 years,3-5 years,Euros (€),53500.0
28203,50000.0,Monthly,12-14 years,12-14 years,Danish krone (kr),84000.00000000001
28204,34340.0,Yearly,3-5 years,3-5 years,Euros (€),36743.8
28205,12000.0,Monthly,6-8 years,3-5 years,Polish złoty (zł),36000.0
28208,55000.0,Monthly,9-11 years,6-8 years,Indian rupees (₹),7920.0
28209,365.0,Monthly,3-5 years,0-2 years,Euros (€),4686.6
28218,135000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),135000.0
28219,40000.0,Yearly,6-8 years,3-5 years,Euros (€),42800.0
28224,50000.0,Yearly,12-14 years,12-14 years,Euros (€),53500.0
28225,159000.0,Yearly,21-23 years,9-11 years,Canadian dollars (C$),116070.0
28227,50000.0,Yearly,3-5 years,0-2 years,Canadian dollars (C$),36500.0
28228,189000.0,Yearly,9-11 years,6-8 years,U.S. dollars ($),189000.0
28230,2000.0,Monthly,6-8 years,3-5 years,Brazilian reais (R$),4560.0
28231,92000.0,Yearly,15-17 years,9-11 years,U.S. dollars ($),92000.0
28234,320.0,Monthly,0-2 years,0-2 years,U.S. dollars ($),3840.0
28236,62000.0,Yearly,6-8 years,6-8 years,U.S. dollars ($),62000.0
28238,93000.0,Yearly,9-11 years,9-11 years,Canadian dollars (C$),67890.0
28239,2000.0,Monthly,24-26 years,21-23 years,Euros (€),25680.0
28241,100000.0,Monthly,6-8 years,3-5 years,Russian rubles (₽),13200.0
28242,420000.0,Yearly,3-5 years,0-2 years,Indian rupees (₹),5040.0
28244,74200.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),74200.0
28246,120000.0,Monthly,24-26 years,15-17 years,U.S. dollars ($),1440000.0
28248,15000.0,Monthly,6-8 years,0-2 years,Norwegian krone (kr),16380.0
28249,500000.0,Yearly,15-17 years,3-5 years,South African rands (R),26000.0
28250,2000.0,Monthly,3-5 years,3-5 years,Euros (€),25680.0
28254,86000.0,Yearly,9-11 years,3-5 years,U.S. dollars ($),86000.0
28256,36000.0,Yearly,12-14 years,6-8 years,Euros (€),38520.0
28263,75000.0,Yearly,15-17 years,9-11 years,Canadian dollars (C$),54750.0
28265,200.0,Monthly,3-5 years,0-2 years,U.S. dollars ($),2400.0
28268,42000.0,Yearly,12-14 years,6-8 years,British pounds sterling (£),52080.0
28271,16000.0,Yearly,9-11 years,6-8 years,Euros (€),17120.0
28273,165000.0,Yearly,15-17 years,12-14 years,U.S. dollars ($),165000.0
28274,62000.0,Yearly,9-11 years,9-11 years,British pounds sterling (£),76880.0
28277,18000.0,Monthly,3-5 years,0-2 years,British pounds sterling (£),267840.0
28282,15000.0,Monthly,0-2 years,0-2 years,Indian rupees (₹),2160.0
28285,63000.0,Yearly,18-20 years,12-14 years,U.S. dollars ($),63000.0
28294,100000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),100000.0
28297,60000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),60000.0
28301,33000.0,Yearly,9-11 years,3-5 years,British pounds sterling (£),40920.0
28304,130000.0,Yearly,18-20 years,9-11 years,U.S. dollars ($),130000.0
28307,36000.0,Yearly,9-11 years,3-5 years,Euros (€),38520.0
28309,40000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),40000.0
28310,132694.0,Yearly,21-23 years,18-20 years,U.S. dollars ($),132694.0
28311,50000.0,Monthly,3-5 years,0-2 years,Russian rubles (₽),6600.0
28312,9000.0,Monthly,15-17 years,0-2 years,Chinese yuan renminbi (¥),15120.000000000004
28313,122000.0,Yearly,9-11 years,3-5 years,U.S. dollars ($),122000.0
28314,5000.0,Monthly,24-26 years,18-20 years,Euros (€),64200.0
28318,7000.0,Monthly,3-5 years,3-5 years,Swiss francs,92400.00000000001
28320,4200.0,Monthly,15-17 years,15-17 years,U.S. dollars ($),50400.0
28324,50000.0,Monthly,6-8 years,6-8 years,Euros (€),642000.0
28325,145000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),145000.0
28326,3800.0,Monthly,15-17 years,12-14 years,Brazilian reais (R$),8664.0
28330,107500.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),107500.0
28331,80000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),80000.0
28332,1000.0,Monthly,0-2 years,3-5 years,U.S. dollars ($),12000.0
28335,4500.0,Monthly,18-20 years,18-20 years,U.S. dollars ($),54000.0
28336,150000.0,Yearly,27-29 years,18-20 years,Canadian dollars (C$),109500.0
28337,36500.0,Monthly,6-8 years,6-8 years,Euros (€),468660.0
28338,10000.0,Yearly,3-5 years,0-2 years,Euros (€),10700.0
28340,550000.0,Monthly,3-5 years,3-5 years,Brazilian reais (R$),1254000.0
28341,4500.0,Monthly,3-5 years,3-5 years,Chinese yuan renminbi (¥),7560.000000000002
28342,56000.0,Yearly,6-8 years,3-5 years,Euros (€),59920.0
28347,100456.0,Yearly,9-11 years,6-8 years,Australian dollars (A$),65296.4
28349,62000.0,Yearly,6-8 years,3-5 years,Euros (€),66340.0
28350,5400.0,Monthly,3-5 years,0-2 years,Polish złoty (zł),16200.0
28352,55000.0,Yearly,9-11 years,3-5 years,Euros (€),58850.0
28354,104000.0,Yearly,15-17 years,9-11 years,Australian dollars (A$),67600.0
28355,25000.0,Yearly,3-5 years,0-2 years,Canadian dollars (C$),18250.0
28358,1600.0,Monthly,3-5 years,3-5 years,U.S. dollars ($),19200.0
28364,1800.0,Monthly,9-11 years,3-5 years,Euros (€),23112.0
28366,4000.0,Monthly,3-5 years,0-2 years,Mexican pesos (MXN$),2832.0
28367,93000.0,Monthly,6-8 years,3-5 years,Indian rupees (₹),13392.0
28369,160000.0,Monthly,9-11 years,6-8 years,Russian rubles (₽),21120.0
28370,100000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),100000.0
28371,1000.0,Monthly,12-14 years,12-14 years,Euros (€),12840.0
28377,50000.0,Monthly,9-11 years,3-5 years,Swedish kroner (SEK),55200.0
28378,33000.0,Yearly,3-5 years,3-5 years,British pounds sterling (£),40920.0
28379,102000.0,Yearly,15-17 years,9-11 years,U.S. dollars ($),102000.0
28380,700.0,Monthly,3-5 years,0-2 years,U.S. dollars ($),8400.0
28381,122500.0,Yearly,21-23 years,9-11 years,U.S. dollars ($),122500.0
28384,68000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),68000.0
28386,40000.0,Yearly,27-29 years,24-26 years,U.S. dollars ($),40000.0
28388,120000.0,Monthly,6-8 years,6-8 years,Russian rubles (₽),15840.0
28389,138000.0,Yearly,6-8 years,6-8 years,U.S. dollars ($),138000.0
28393,88000.0,Yearly,3-5 years,0-2 years,Canadian dollars (C$),64240.0
28394,1500000.0,Yearly,3-5 years,0-2 years,Indian rupees (₹),18000.0
28401,130000.0,Yearly,18-20 years,18-20 years,U.S. dollars ($),130000.0
28406,22000.0,Yearly,0-2 years,0-2 years,British pounds sterling (£),27280.0
28408,100000.0,Yearly,12-14 years,3-5 years,U.S. dollars ($),100000.0
28411,58000.0,Yearly,3-5 years,3-5 years,Euros (€),62060.0
28412,1900.0,Monthly,9-11 years,0-2 years,Polish złoty (zł),5700.0
28413,125000.0,Yearly,15-17 years,6-8 years,U.S. dollars ($),125000.0
28414,98000.0,Yearly,18-20 years,3-5 years,Australian dollars (A$),63700.0
28416,78000.0,Yearly,6-8 years,3-5 years,Swiss francs,85800.0
28417,200.0,Monthly,3-5 years,0-2 years,U.S. dollars ($),2400.0
28426,92000.0,Yearly,15-17 years,6-8 years,U.S. dollars ($),92000.0
28429,60000.0,Yearly,24-26 years,6-8 years,Euros (€),64200.00000000001
28430,1500.0,Monthly,15-17 years,6-8 years,Euros (€),19260.0
28435,1800.0,Monthly,3-5 years,0-2 years,Euros (€),23112.0
28438,43000.0,Monthly,6-8 years,6-8 years,British pounds sterling (£),639840.0
28440,4550.0,Monthly,12-14 years,6-8 years,Euros (€),58422.0
28443,363.33,Monthly,3-5 years,3-5 years,Euros (€),4665.1572
28446,56000.0,Yearly,12-14 years,0-2 years,U.S. dollars ($),56000.0
28448,85000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),85000.0
28449,6750.0,Monthly,6-8 years,3-5 years,Polish złoty (zł),20250.0
28450,30000.0,Monthly,12-14 years,6-8 years,Euros (€),385200.00000000006
28451,46800.0,Yearly,15-17 years,3-5 years,Euros (€),50076.0
28452,120000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),120000.0
28454,14000.0,Monthly,0-2 years,0-2 years,Indian rupees (₹),2016.0
28455,17500.0,Monthly,3-5 years,3-5 years,Euros (€),224700.0
28456,1710000.0,Yearly,9-11 years,6-8 years,Indian rupees (₹),20520.0
28457,80000.0,Yearly,9-11 years,6-8 years,U.S. dollars ($),80000.0
28458,51000.0,Yearly,12-14 years,3-5 years,U.S. dollars ($),51000.0
28459,45000.0,Yearly,21-23 years,12-14 years,Euros (€),48150.0
28461,750000.0,Yearly,21-23 years,15-17 years,Norwegian krone (kr),68250.0
28462,600000.0,Monthly,12-14 years,3-5 years,Norwegian krone (kr),655200.0
28466,50000.0,Monthly,3-5 years,3-5 years,Indian rupees (₹),7200.0
28468,35000.0,Yearly,3-5 years,3-5 years,British pounds sterling (£),43400.0
28469,75000.0,Yearly,15-17 years,12-14 years,Euros (€),80250.0
28472,2400.0,Monthly,18-20 years,18-20 years,Euros (€),30816.0
28474,750000.0,Monthly,6-8 years,3-5 years,Indian rupees (₹),108000.0
28475,27500.0,Yearly,6-8 years,3-5 years,Canadian dollars (C$),20075.0
28476,6000.0,Monthly,3-5 years,3-5 years,Euros (€),77040.0
28480,102775.0,Yearly,15-17 years,9-11 years,Canadian dollars (C$),75025.75
28482,6800.0,Monthly,9-11 years,3-5 years,Polish złoty (zł),20400.0
28485,110000.0,Yearly,18-20 years,9-11 years,U.S. dollars ($),110000.0
28487,600.0,Monthly,3-5 years,0-2 years,Euros (€),7704.0
28488,2700.0,Monthly,3-5 years,0-2 years,Euros (€),34668.0
28489,4270.0,Monthly,18-20 years,18-20 years,U.S. dollars ($),51240.0
28493,1200.0,Monthly,0-2 years,0-2 years,U.S. dollars ($),14400.0
28496,100000.0,Yearly,15-17 years,6-8 years,U.S. dollars ($),100000.0
28499,63000.0,Monthly,30 or more years,9-11 years,South African rands (R),39312.0
28503,15000.0,Monthly,9-11 years,9-11 years,Polish złoty (zł),45000.0
28507,105000.0,Monthly,12-14 years,6-8 years,Indian rupees (₹),15120.0
28511,2200.0,Monthly,3-5 years,0-2 years,Euros (€),28248.0
28512,1600.0,Monthly,6-8 years,0-2 years,Euros (€),20544.0
28513,5000.0,Monthly,15-17 years,9-11 years,Euros (€),64200.0
28517,85000.0,Yearly,9-11 years,3-5 years,Euros (€),90950.0
28521,2000.0,Monthly,0-2 years,0-2 years,Euros (€),25680.0
28523,40000.0,Yearly,3-5 years,0-2 years,Euros (€),42800.0
28524,91700.0,Yearly,12-14 years,12-14 years,U.S. dollars ($),91700.0
28529,58000.0,Yearly,18-20 years,0-2 years,U.S. dollars ($),58000.0
28532,1800000.0,Yearly,12-14 years,12-14 years,Indian rupees (₹),21600.0
28533,55000.0,Yearly,30 or more years,30 or more years,British pounds sterling (£),68200.0
28534,72000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),72000.0
28536,27000.0,Yearly,0-2 years,0-2 years,British pounds sterling (£),33480.0
28538,59740.0,Yearly,12-14 years,6-8 years,Euros (€),63921.8
28539,180000.0,Yearly,21-23 years,21-23 years,U.S. dollars ($),180000.0
28541,120000.0,Yearly,12-14 years,6-8 years,Australian dollars (A$),78000.0
28543,130000.0,Yearly,6-8 years,6-8 years,Singapore dollars (S$),94900.0
28544,2200.0,Monthly,3-5 years,3-5 years,U.S. dollars ($),26400.0
28546,4000.0,Monthly,12-14 years,6-8 years,Euros (€),51360.0
28547,30000.0,Yearly,30 or more years,18-20 years,Euros (€),32100.000000000004
28548,23700.0,Yearly,6-8 years,3-5 years,British pounds sterling (£),29388.0
28551,350.0,Monthly,6-8 years,0-2 years,U.S. dollars ($),4200.0
28553,106000.0,Yearly,12-14 years,9-11 years,U.S. dollars ($),106000.0
28554,62000.0,Monthly,9-11 years,6-8 years,Indian rupees (₹),8928.0
28556,30000.0,Yearly,6-8 years,3-5 years,Euros (€),32100.000000000004
28558,30000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),30000.0
28561,800000.0,Monthly,6-8 years,6-8 years,Indian rupees (₹),115200.0
28562,10000.0,Monthly,30 or more years,24-26 years,U.S. dollars ($),120000.0
28564,45000.0,Yearly,18-20 years,18-20 years,British pounds sterling (£),55800.0
28566,70000.0,Yearly,12-14 years,3-5 years,Canadian dollars (C$),51100.0
28571,72500.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),72500.0
28575,60000.0,Yearly,12-14 years,6-8 years,British pounds sterling (£),74400.0
28576,6000.0,Monthly,3-5 years,3-5 years,Brazilian reais (R$),13680.0
28579,47000.0,Yearly,12-14 years,3-5 years,Euros (€),50290.0
28585,52000.0,Yearly,15-17 years,12-14 years,British pounds sterling (£),64480.0
28586,3000.0,Monthly,6-8 years,3-5 years,Euros (€),38520.0
28590,6600.0,Monthly,3-5 years,0-2 years,Polish złoty (zł),19800.0
28593,8000.0,Monthly,15-17 years,15-17 years,Brazilian reais (R$),18240.0
28594,51000.0,Yearly,9-11 years,3-5 years,U.S. dollars ($),51000.0
28595,40000.0,Monthly,6-8 years,6-8 years,Euros (€),513600.0
28596,72000.0,Yearly,6-8 years,6-8 years,U.S. dollars ($),72000.0
28597,150000.0,Yearly,18-20 years,18-20 years,U.S. dollars ($),150000.0
28598,85000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),85000.0
28600,30000.0,Monthly,6-8 years,0-2 years,Swedish kroner (SEK),33120.0
28602,2500.0,Monthly,3-5 years,3-5 years,British pounds sterling (£),37200.0
28611,50000.0,Yearly,12-14 years,12-14 years,Euros (€),53500.0
28614,42000.0,Yearly,3-5 years,3-5 years,Euros (€),44940.0
28615,36300.0,Monthly,6-8 years,3-5 years,Mexican pesos (MXN$),25700.399999999998
28616,1600.0,Monthly,6-8 years,3-5 years,U.S. dollars ($),19200.0
28619,100000.0,Monthly,6-8 years,6-8 years,Indian rupees (₹),14400.0
28620,12000.0,Monthly,3-5 years,3-5 years,Polish złoty (zł),36000.0
28625,4059.0,Monthly,9-11 years,3-5 years,Euros (€),52117.56
28627,57500.0,Yearly,15-17 years,9-11 years,British pounds sterling (£),71300.0
28632,9000.0,Monthly,9-11 years,9-11 years,Euros (€),115560.0
28633,2000.0,Monthly,3-5 years,0-2 years,U.S. dollars ($),24000.0
28635,2800.0,Monthly,9-11 years,6-8 years,Euros (€),35952.0
28637,100000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),100000.0
28639,2423.0,Monthly,15-17 years,9-11 years,Euros (€),31111.32
28641,500.0,Monthly,3-5 years,3-5 years,U.S. dollars ($),6000.0
28643,60000.0,Yearly,18-20 years,9-11 years,British pounds sterling (£),74400.0
28644,150000.0,Yearly,18-20 years,15-17 years,Canadian dollars (C$),109500.0
28647,2150.0,Monthly,12-14 years,9-11 years,Euros (€),27606.0
28654,4500.0,Monthly,6-8 years,6-8 years,U.S. dollars ($),54000.0
